Step     	Epsilon  	Train Perp	Perp     	Key Perp 	Val Perp 	Other Perp	
       152	  0.828166	 14.489099	  4.975128	  3.615726	 22.351540	  1.509794	
       153	  0.828184	 13.925605	  4.937710	  3.579631	 22.126690	  1.506137	
       154	  0.828202	 14.062424	  4.905916	  3.546427	 21.943745	  1.503613	
       155	  0.828221	 14.707006	  4.871905	  3.513982	 21.699032	  1.503052	
       156	  0.828239	 12.796558	  4.840248	  3.480733	 21.480398	  1.503321	
       157	  0.828257	 12.226688	  4.806996	  3.445051	 21.279659	  1.501985	
       158	  0.828275	 13.840667	  4.775632	  3.411873	 21.066633	  1.502294	
       159	  0.828293	 14.751070	  4.746367	  3.378897	 20.898410	  1.501368	
       160	  0.828311	 14.375594	  4.716806	  3.347473	 20.711691	  1.500875	
       161	  0.828330	 13.950215	  4.687707	  3.318397	 20.525817	  1.499762	
       162	  0.828348	 13.467409	  4.657728	  3.290146	 20.350852	  1.496661	
       163	  0.828366	 12.851706	  4.627758	  3.257017	 20.160996	  1.497015	
       164	  0.828384	 12.732181	  4.600254	  3.233335	 19.984805	  1.494400	
       165	  0.828402	 14.033065	  4.573678	  3.208387	 19.844024	  1.490651	
       166	  0.828420	 12.391777	  4.545630	  3.179858	 19.671301	  1.489617	
       167	  0.828439	 14.661734	  4.518873	  3.155870	 19.512374	  1.486689	
       168	  0.828457	 12.081806	  4.489850	  3.127076	 19.362993	  1.483114	
       169	  0.828475	 12.722659	  4.462004	  3.099138	 19.217467	  1.480043	
       170	  0.828493	 12.692271	  4.433529	  3.072837	 19.053569	  1.477012	
       171	  0.828511	 11.310610	  4.405162	  3.042233	 18.871720	  1.477681	
       172	  0.828529	 14.521099	  4.377197	  3.015951	 18.672975	  1.478054	
       173	  0.828548	 13.040799	  4.349143	  2.985750	 18.463931	  1.481253	
       174	  0.828566	 11.580343	  4.322318	  2.957896	 18.286398	  1.482108	
       175	  0.828584	 12.046490	  4.294976	  2.930074	 18.053187	  1.487132	
       176	  0.828602	 12.216321	  4.266900	  2.905850	 17.874816	  1.485095	
       177	  0.828620	 12.243557	  4.238981	  2.878219	 17.688021	  1.485795	
       178	  0.828638	 12.863548	  4.210850	  2.849675	 17.507801	  1.486301	
       179	  0.828657	 11.547909	  4.186699	  2.826276	 17.351309	  1.486383	
       180	  0.828675	 12.292245	  4.159993	  2.802844	 17.177289	  1.485324	
       181	  0.828693	 12.014778	  4.132514	  2.780752	 17.049739	  1.478686	
       182	  0.828711	 10.980370	  4.105471	  2.757208	 16.898030	  1.475451	
       183	  0.828729	 12.372871	  4.079336	  2.739049	 16.771962	  1.468026	
       184	  0.828747	 10.098108	  4.054991	  2.722097	 16.641371	  1.462299	
       185	  0.828766	 10.541775	  4.030082	  2.704436	 16.532303	  1.454441	
       186	  0.828784	 11.387240	  4.006666	  2.687387	 16.402435	  1.449738	
       187	  0.828802	 11.060692	  3.983498	  2.667003	 16.288458	  1.445743	
       188	  0.828820	 11.888444	  3.960990	  2.646774	 16.174915	  1.442372	
       189	  0.828838	 10.932561	  3.937959	  2.626361	 16.029320	  1.441456	
       190	  0.828856	 10.576494	  3.918849	  2.610846	 15.927328	  1.438220	
