Step     	Epsilon  	Train Perp	Perp     	Key Perp 	Val Perp 	Other Perp	
       119	  0.827567	  4.195101	  3.771420	  3.119340	 13.692170	  1.243876	
       120	  0.827585	  4.320455	  3.747138	  3.095957	 13.530242	  1.244030	
       121	  0.827603	  4.289790	  3.724230	  3.071407	 13.395668	  1.243582	
       122	  0.827621	  4.284128	  3.708138	  3.055920	 13.303983	  1.242308	
       123	  0.827639	  4.288425	  3.685275	  3.024596	 13.183966	  1.243463	
       124	  0.827657	  4.309586	  3.664334	  3.002731	 13.088356	  1.240344	
       125	  0.827676	  4.320512	  3.644048	  2.985374	 12.975153	  1.237702	
       126	  0.827694	  4.034767	  3.621584	  2.965749	 12.838586	  1.236070	
       127	  0.827712	  4.182070	  3.601074	  2.947452	 12.753171	  1.230948	
       128	  0.827730	  4.397729	  3.581092	  2.937575	 12.607712	  1.228674	
       129	  0.827748	  4.152534	  3.566460	  2.919217	 12.587525	  1.223290	
       130	  0.827766	  3.929505	  3.551403	  2.900130	 12.547084	  1.219776	
       131	  0.827785	  4.035889	  3.535462	  2.885150	 12.479052	  1.216298	
       132	  0.827803	  4.045688	  3.518067	  2.859736	 12.383454	  1.218554	
       133	  0.827821	  4.047762	  3.500305	  2.841799	 12.283421	  1.217672	
       134	  0.827839	  3.921991	  3.484381	  2.813591	 12.218648	  1.219753	
       135	  0.827857	  3.846915	  3.467828	  2.791458	 12.132213	  1.220732	
       136	  0.827875	  3.990608	  3.445836	  2.759835	 12.036887	  1.221121	
       137	  0.827894	  3.865244	  3.432082	  2.741359	 11.950364	  1.223597	
       138	  0.827912	  4.152461	  3.416103	  2.721796	 11.875589	  1.222996	
       139	  0.827930	  4.222142	  3.404086	  2.709371	 11.846380	  1.218696	
       140	  0.827948	  3.757174	  3.387034	  2.697241	 11.751814	  1.215599	
       141	  0.827966	  4.365491	  3.374074	  2.677444	 11.715167	  1.214454	
       142	  0.827984	  4.065765	  3.358076	  2.662142	 11.655866	  1.210298	
       143	  0.828003	  4.168117	  3.346325	  2.653599	 11.595762	  1.207735	
       144	  0.828021	  3.820327	  3.329086	  2.639882	 11.507063	  1.204590	
       145	  0.828039	  3.599943	  3.314788	  2.628509	 11.454104	  1.199807	
       146	  0.828057	  3.990951	  3.306331	  2.618785	 11.446940	  1.195821	
       147	  0.828075	  3.919333	  3.293458	  2.605367	 11.400298	  1.192888	
       148	  0.828093	  3.979882	  3.287619	  2.595842	 11.385725	  1.192475	
       149	  0.828112	  3.847029	  3.277106	  2.584163	 11.359281	  1.189193	
