Step     	Epsilon  	Train Perp	Perp     	Key Perp 	Val Perp 	Other Perp	
       155	  0.828221	  2.450377	  1.631046	  1.000005	  4.338123	  1.000220	
       156	  0.828239	  2.375418	  1.629372	  1.000005	  4.324741	  1.000229	
       157	  0.828257	  2.380663	  1.627965	  1.000006	  4.313510	  1.000237	
       158	  0.828275	  2.241666	  1.626430	  1.000006	  4.301269	  1.000248	
       159	  0.828293	  2.328173	  1.625069	  1.000006	  4.290440	  1.000258	
       160	  0.828311	  2.324290	  1.623622	  1.000007	  4.278937	  1.000270	
       161	  0.828330	  2.372846	  1.622300	  1.000007	  4.268441	  1.000283	
       162	  0.828348	  2.362875	  1.620736	  1.000007	  4.256044	  1.000298	
       163	  0.828366	  2.351655	  1.619328	  1.000008	  4.244883	  1.000316	
       164	  0.828384	  2.229274	  1.617866	  1.000008	  4.233305	  1.000337	
       165	  0.828402	  2.367193	  1.616499	  1.000009	  4.222510	  1.000354	
       166	  0.828420	  2.271831	  1.615093	  1.000009	  4.211415	  1.000374	
       167	  0.828439	  2.414524	  1.613776	  1.000010	  4.201037	  1.000393	
       168	  0.828457	  2.166078	  1.612543	  1.000010	  4.191322	  1.000415	
       169	  0.828475	  2.308830	  1.611155	  1.000011	  4.180410	  1.000439	
       170	  0.828493	  2.330747	  1.609937	  1.000011	  4.170830	  1.000464	
       171	  0.828511	  2.311180	  1.608750	  1.000012	  4.161522	  1.000484	
       172	  0.828529	  2.394723	  1.607272	  1.000013	  4.149951	  1.000510	
       173	  0.828548	  2.310637	  1.605792	  1.000014	  4.138359	  1.000543	
       174	  0.828566	  2.278052	  1.604489	  1.000015	  4.128150	  1.000578	
       175	  0.828584	  2.333463	  1.603029	  1.000016	  4.116734	  1.000616	
       176	  0.828602	  2.287468	  1.601772	  1.000017	  4.106925	  1.000647	
       177	  0.828620	  2.278047	  1.600484	  1.000018	  4.096906	  1.000676	
       178	  0.828638	  2.378430	  1.599347	  1.000019	  4.088021	  1.000713	
       179	  0.828657	  2.258085	  1.598243	  1.000020	  4.079397	  1.000754	
       180	  0.828675	  2.227721	  1.597158	  1.000022	  4.070940	  1.000791	
       181	  0.828693	  2.278137	  1.596193	  1.000024	  4.063409	  1.000828	
       182	  0.828711	  2.216220	  1.595302	  1.000025	  4.056436	  1.000869	
       183	  0.828729	  2.312502	  1.594328	  1.000028	  4.048798	  1.000920	
       184	  0.828747	  2.154487	  1.593448	  1.000030	  4.041890	  1.000969	
       185	  0.828766	  2.215049	  1.592723	  1.000033	  4.036177	  1.001015	
       186	  0.828784	  2.254299	  1.592000	  1.000037	  4.030505	  1.001057	
       187	  0.828802	  2.205674	  1.591403	  1.000040	  4.025774	  1.001103	
       188	  0.828820	  2.238701	  1.590840	  1.000044	  4.021331	  1.001143	
       189	  0.828838	  2.371448	  1.590090	  1.000047	  4.015452	  1.001188	
       190	  0.828856	  2.386450	  1.589481	  1.000051	  4.010650	  1.001232	
